"","Predator","Predator_Size","Median_N","Max_N","Min_N"
"265","Zooplankton",1.25892541179417e-07,4711.91179719879,4744.02106448213,4647.93802021017
"266","Zooplankton",1.58489319246111e-07,3660.76157647093,3707.56098855048,3587.17768374097
"267","Zooplankton",1.99526231496888e-07,2902.49081166204,2956.89350468682,2825.69817878527
"268","Zooplankton",2.51188643150958e-07,2351.84428133678,2409.61632898116,2275.11726752586
"269","Zooplankton",3.16227766016838e-07,1949.39814430682,2008.15929198034,1874.24900277404
"270","Zooplankton",3.98107170553497e-07,1653.70814174267,1712.27092400077,1580.7729053884
"271","Zooplankton",5.01187233627271e-07,1435.78361262398,1493.68552059708,1365.3310855894
"272","Zooplankton",6.30957344480193e-07,1275.2083717971,1332.3726272753,1207.38266718748
"273","Zooplankton",7.94328234724281e-07,1157.43080158397,1213.92536817434,1092.32923140544
"274","Zooplankton",1e-06,1071.88264771655,1127.75670914483,1009.54056011151
"275","Zooplankton",1.25892541179417e-06,1010.68587658359,1065.87315501771,951.00625418985
"276","Zooplankton",1.58489319246111e-06,967.792520935957,1022.08831084367,910.440223371535
"277","Zooplankton",1.99526231496888e-06,938.470820204344,991.602085109569,882.755919329794
"278","Zooplankton",2.51188643150958e-06,919.077440262352,970.874358990181,863.871505933201
"279","Zooplankton",3.16227766016838e-06,907.01754657999,957.650107953176,850.766535697624
"280","Zooplankton",3.98107170553497e-06,900.701550437323,950.875596980677,841.60428564613
"281","Zooplankton",5.01187233627271e-06,899.227510299803,950.183238681731,835.622283477345
"282","Zooplankton",6.30957344480193e-06,901.580699595327,954.774559230627,832.502283342715
"283","Zooplankton",7.9432823472428e-06,905.463289281042,961.984306031877,831.195494495632
"284","Zooplankton",1e-05,906.368417324945,966.358933107918,828.695894578401
"285","Zooplankton",1.25892541179417e-05,897.774473739408,960.179077664336,819.694858397063
"286","Zooplankton",1.58489319246111e-05,872.838985888086,935.562598565294,797.831820531281
"287","Zooplankton",1.99526231496888e-05,826.809755027417,887.043505768648,758.145350679619
"288","Zooplankton",2.51188643150958e-05,758.626528704776,813.127693641458,699.140118309874
"289","Zooplankton",3.16227766016838e-05,670.919105955548,716.428503532254,623.051608323413
"290","Zooplankton",3.98107170553497e-05,569.161639321237,603.262395754911,534.615805405193
"291","Zooplankton",5.01187233627271e-05,461.075964334664,483.211989873091,439.952639970502
"292","Zooplankton",6.30957344480192e-05,355.98070637604,367.775714763047,346.229437631678
"293","Zooplankton",7.94328234724282e-05,262.933533143423,267.379830915579,260.958140500328
"294","Zooplankton",1e-04,188.050791424567,190.02024506876,187.911061713908
"295","Zooplankton",0.000125892541179417,132.035007335607,135.604629745648,130.099305699222
"296","Zooplankton",0.000158489319246111,92.3095372401034,95.9940669013848,89.6219012734326
"297","Zooplankton",0.000199526231496887,64.1236938437058,67.4095081020988,61.3976510355824
"298","Zooplankton",0.000251188643150958,43.5687692085102,46.2849600574378,41.1856627756419
"299","Zooplankton",0.000316227766016838,28.3332888477217,30.4175523771866,26.4753313498253
"300","Zooplankton",0.000398107170553497,17.3182887986153,18.7797447673733,16.0181277306391
"301","Zooplankton",0.000501187233627271,9.85194094345709,10.7775107764281,9.03369623837098
"302","Zooplankton",0.000630957344480192,5.21002237939479,5.73833056597246,4.74471813455926
"303","Zooplankton",0.000794328234724282,2.57654492095054,2.85013093990183,2.33519272591095
"304","Zooplankton",0.001,1.20476038081257,1.33501563905722,1.08896599135664
"305","Zooplankton",0.00125892541179417,0.540229490290696,0.598254275277228,0.487945753042152
