"","Predator","Predator_Size_Class","Predator_Size","Median_RTP","Max_RTP","Min_RTP","Func_Group"
"629","Zooplankton",77,1.99526231496888e-05,2.46955028676054,2.47223559416851,2.46635562032494,"Zooplankton"
"630","Zooplankton",78,2.51188643150958e-05,2.48652564921288,2.48941048679418,2.48260359782545,"Zooplankton"
"631","Zooplankton",79,3.16227766016838e-05,2.50522184034427,2.50842241660216,2.50060482804794,"Zooplankton"
"632","Zooplankton",80,3.98107170553497e-05,2.52553494955874,2.52892858830491,2.52021660034448,"Zooplankton"
"633","Zooplankton",81,5.01187233627271e-05,2.54746973768163,2.5508781966253,2.54112288059601,"Zooplankton"
"634","Zooplankton",82,6.30957344480192e-05,2.57107715993773,2.57451556722786,2.56377102011763,"Zooplankton"
"635","Zooplankton",83,7.94328234724282e-05,2.59648664122206,2.60021216973112,2.58835799111953,"Zooplankton"
"636","Zooplankton",84,1e-04,2.62411934065489,2.62826942234446,2.61535485881734,"Zooplankton"
"637","Zooplankton",85,0.000125892541179417,2.65434320020511,2.65888770120569,2.64546836808414,"Zooplankton"
"638","Zooplankton",86,0.000158489319246111,2.68750608851008,2.69228079705685,2.67926818044655,"Zooplankton"
"639","Zooplankton",87,0.000199526231496887,2.72400921587835,2.72877891228836,2.71724298286266,"Zooplankton"
"640","Zooplankton",88,0.000251188643150958,2.76414298466909,2.76882739751635,2.75974691451182,"Zooplankton"
"641","Zooplankton",89,0.000316227766016838,2.80852298929616,2.81289462652374,2.80576524436365,"Zooplankton"
"642","Zooplankton",90,0.000398107170553497,2.85898686245286,2.86131311413292,2.85651269532852,"Zooplankton"
"643","Zooplankton",91,0.000501187233627271,2.91268487323535,2.91568400320894,2.91078441588124,"Zooplankton"
"644","Zooplankton",92,0.000630957344480192,2.9698601512649,2.97407699259975,2.96794729751012,"Zooplankton"
"645","Zooplankton",93,0.000794328234724282,3.02873402457104,3.03308701483719,3.02681557835863,"Zooplankton"
"646","Zooplankton",94,0.001,3.08683525248861,3.09034484990257,3.08509544541661,"Zooplankton"
"647","Zooplankton",95,0.00125892541179417,3.14183181120423,3.14348292781344,3.14042661114706,"Zooplankton"
"648","Zooplankton",96,0.00158489319246111,3.19071646253701,3.19177595642171,3.18984964099395,"Zooplankton"
"649","Zooplankton",97,0.00199526231496888,3.23249086061086,3.23429140944794,3.23085018831889,"Zooplankton"
"650","Zooplankton",98,0.00251188643150958,3.26860386274019,3.27126336403002,3.2656094551809,"Zooplankton"
"651","Zooplankton",99,0.00316227766016838,3.29947560470912,3.3027327658302,3.29561782347671,"Zooplankton"
"652","Zooplankton",100,0.00398107170553497,3.32648551378111,3.33010316568435,3.32213751358634,"Zooplankton"
"653","Zooplankton",101,0.00501187233627272,3.35046729990368,3.35451896512971,3.34617626395175,"Zooplankton"
"654","Zooplankton",102,0.00630957344480194,3.37280192406832,3.37676676678631,3.36841989332767,"Zooplankton"
"655","Zooplankton",103,0.00794328234724282,3.39336436457367,3.3974277127209,3.38930233859276,"Zooplankton"
"656","Zooplankton",104,0.01,3.41263680245846,3.41688667061958,3.40909528743418,"Zooplankton"
"657","Zooplankton",105,0.0125892541179417,3.43113353261454,3.4353980748926,3.42796922213171,"Zooplankton"
"658","Zooplankton",106,0.0158489319246111,3.44930259123169,3.45312450207438,3.4459918425797,"Zooplankton"
"659","Zooplankton",107,0.0199526231496888,3.4666567033387,3.47077250658177,3.46306333440221,"Zooplankton"
"660","Zooplankton",108,0.0251188643150958,3.48314332782875,3.48775177998044,3.4793875968081,"Zooplankton"
"661","Zooplankton",109,0.0316227766016838,3.49890057972274,3.50391109939257,3.49494629695551,"Zooplankton"
"662","Zooplankton",110,0.0398107170553497,3.51388784945184,3.51912995682343,3.50969379028434,"Zooplankton"
"663","Zooplankton",111,0.0501187233627271,3.52796577251128,3.53326450472147,3.52355732337488,"Zooplankton"
"664","Zooplankton",112,0.0630957344480194,3.54095701605588,3.54615759030379,3.5364345032385,"Zooplankton"
"665","Zooplankton",113,0.0794328234724282,3.55266208045033,3.55764853238232,3.5481922726627,"Zooplankton"
"666","Zooplankton",114,0.1,3.5628817938434,3.56758660617083,3.55867252488027,"Zooplankton"
"667","Zooplankton",115,0.125892541179417,3.57141767004137,3.57585243269651,3.56770920698642,"Zooplankton"
"668","Zooplankton",116,0.158489319246111,3.57808623330099,3.58238956643799,3.57508364160771,"Zooplankton"
"669","Zooplankton",117,0.199526231496888,3.58309949725608,3.58724440114593,3.58069983251735,"Zooplankton"
"670","Zooplankton",118,0.251188643150958,3.58681419656477,3.59060662780934,3.58471813648073,"Zooplankton"
"671","Zooplankton",119,0.316227766016838,3.58905308133845,3.59283660472535,3.58737696662171,"Zooplankton"
"672","Zooplankton",120,0.398107170553497,3.59072403805496,3.59446324785404,3.58910649060832,"Zooplankton"
"673","Zooplankton",121,0.501187233627271,3.59210176801423,3.59614008185435,3.59050202909957,"Zooplankton"
"674","Zooplankton",122,0.630957344480194,3.59397910810858,3.59855966107066,3.59225013210781,"Zooplankton"
"675","Zooplankton",123,0.794328234724282,3.59748565797755,3.60234408560474,3.59502271192319,"Zooplankton"
"676","Zooplankton",124,1,3.60239223102913,3.607354269758,3.59900605875685,"Zooplankton"
"677","Zooplankton",125,1.25892541179417,3.60959200198533,3.61466136168752,3.60515577870228,"Zooplankton"
"678","Zooplankton",126,1.58489319246111,3.61875793774385,3.62394781414747,3.61303052131201,"Zooplankton"
"679","Zooplankton",127,1.99526231496888,3.6293895828137,3.63492418121594,3.62267202461408,"Zooplankton"
"680","Zooplankton",128,2.51188643150958,3.64152585756637,3.64743825688419,3.63384757333669,"Zooplankton"
"681","Zooplankton",129,3.16227766016838,3.65463996466112,3.66105199706253,3.64635736124577,"Zooplankton"
"682","Zooplankton",130,3.98107170553497,3.66876248023282,3.67553419618911,3.66003777679428,"Zooplankton"
"683","Zooplankton",131,5.01187233627271,3.68364203540079,3.69071469322424,3.67475729960324,"Zooplankton"
"684","Zooplankton",132,6.30957344480194,3.69916255983105,3.70647895411061,3.69040921506885,"Zooplankton"
"685","Zooplankton",133,7.94328234724282,3.71524953219083,3.72275651910889,3.7069036333654,"Zooplankton"
"686","Zooplankton",134,10,3.73185921067144,3.73950745212774,3.72416033171111,"Zooplankton"
"687","Zooplankton",135,12.5892541179417,3.74896851911994,3.75670983764532,3.74210341645095,"Zooplankton"
"688","Zooplankton",136,15.8489319246111,3.76656635818375,3.77434986784129,3.76056222461091,"Zooplankton"
"689","Zooplankton",137,19.9526231496888,3.78468136300283,3.79241483895927,3.77859132272746,"Zooplankton"
"690","Zooplankton",138,25.1188643150958,3.8032013285239,3.81088868885532,3.79716308863316,"Zooplankton"
"691","Zooplankton",139,31.6227766016838,3.8222707851847,3.82974948510169,3.81626556389629,"Zooplankton"
"692","Zooplankton",140,39.8107170553497,3.84141305725955,3.84896831895469,3.83560024665602,"Zooplankton"
"693","Zooplankton",141,50.1187233627271,3.86134608156359,3.86850919714721,3.85530878328979,"Zooplankton"
"694","Zooplankton",142,63.0957344480194,3.88177097199735,3.88832964644899,3.87517480961242,"Zooplankton"
"695","Zooplankton",143,79.4328234724282,3.9018160960646,3.90867711771195,3.89488328096532,"Zooplankton"
"696","Zooplankton",144,100,NA,NA,NA,"Zooplankton"
"697","Zooplankton",145,125.892541179417,NA,NA,NA,"Zooplankton"
"698","Zooplankton",146,158.489319246111,NA,NA,NA,"Zooplankton"
"699","Zooplankton",147,199.526231496888,NA,NA,NA,"Zooplankton"
"700","Zooplankton",148,251.188643150958,NA,NA,NA,"Zooplankton"
"701","Zooplankton",149,316.227766016838,NA,NA,NA,"Zooplankton"
"702","Zooplankton",150,398.107170553497,NA,NA,NA,"Zooplankton"
"703","Zooplankton",151,501.187233627271,NA,NA,NA,"Zooplankton"
"704","Zooplankton",152,630.957344480194,NA,NA,NA,"Zooplankton"
"705","Zooplankton",153,794.328234724282,NA,NA,NA,"Zooplankton"
"706","Zooplankton",154,1000,NA,NA,NA,"Zooplankton"
"707","Zooplankton",155,1258.92541179417,NA,NA,NA,"Zooplankton"
"708","Zooplankton",156,1584.89319246111,NA,NA,NA,"Zooplankton"
"709","Zooplankton",157,1995.26231496888,NA,NA,NA,"Zooplankton"
"710","Zooplankton",158,2511.88643150958,NA,NA,NA,"Zooplankton"
"711","Zooplankton",159,3162.27766016838,NA,NA,NA,"Zooplankton"
"712","Zooplankton",160,3981.07170553497,NA,NA,NA,"Zooplankton"
"713","Zooplankton",161,5011.87233627272,NA,NA,NA,"Zooplankton"
"714","Zooplankton",162,6309.57344480194,NA,NA,NA,"Zooplankton"
"715","Zooplankton",163,7943.28234724279,NA,NA,NA,"Zooplankton"
"716","Zooplankton",164,10000,NA,NA,NA,"Zooplankton"
"717","Zooplankton",165,12589.2541179417,NA,NA,NA,"Zooplankton"
"718","Zooplankton",166,15848.9319246111,NA,NA,NA,"Zooplankton"
"719","Zooplankton",167,19952.6231496888,NA,NA,NA,"Zooplankton"
"720","Zooplankton",168,25118.8643150957,NA,NA,NA,"Zooplankton"
"721","Zooplankton",169,31622.7766016838,NA,NA,NA,"Zooplankton"
"722","Zooplankton",170,39810.7170553499,NA,NA,NA,"Zooplankton"
"723","Zooplankton",171,50118.7233627271,NA,NA,NA,"Zooplankton"
"724","Zooplankton",172,63095.7344480194,NA,NA,NA,"Zooplankton"
"725","Zooplankton",173,79432.8234724279,NA,NA,NA,"Zooplankton"
"726","Zooplankton",174,1e+05,NA,NA,NA,"Zooplankton"
"727","Zooplankton",175,125892.541179417,NA,NA,NA,"Zooplankton"
"728","Zooplankton",176,158489.319246111,NA,NA,NA,"Zooplankton"
"729","Zooplankton",177,199526.231496888,NA,NA,NA,"Zooplankton"
"730","Zooplankton",178,251188.643150957,NA,NA,NA,"Zooplankton"
"731","Zooplankton",179,316227.766016838,NA,NA,NA,"Zooplankton"
"732","Zooplankton",180,398107.170553499,NA,NA,NA,"Zooplankton"
"733","Zooplankton",181,501187.233627271,NA,NA,NA,"Zooplankton"
"734","Zooplankton",182,630957.344480194,NA,NA,NA,"Zooplankton"
"735","Zooplankton",183,794328.234724279,NA,NA,NA,"Zooplankton"
"736","Zooplankton",184,1e+06,NA,NA,NA,"Zooplankton"
